,Timestamp [ms],CPU cores,CPU capacity provisioned [MHZ],CPU usage [MHZ],CPU usage [%],Memory capacity provisioned [KB],Memory usage [KB],Disk read throughput [KB/s],Disk write throughput [KB/s],Network received throughput [KB/s],Network transmitted throughput [KB/s]
18,1376320246,2,5851.998636,0.0,0.0,2097152.0,104856.0,0.0,0.4666666666666667,0.0,0.0
19,1376320546,2,5851.998636,0.0,0.0,2097152.0,106254.13333333332,0.0666666666666666,0.0,0.0,0.0
20,1376320846,2,5851.998636,0.0,0.0,2097152.0,90874.66666666669,0.0,0.1333333333333333,0.0,0.0
21,1376321146,2,5851.998636,0.0,0.0,2097152.0,99263.46666666666,0.2666666666666666,1.1333333333333333,0.0,0.0
22,1376321446,2,5851.998636,0.0,0.0,2097152.0,85282.13333333332,0.0,0.7333333333333333,0.0,0.0
23,1376321746,2,5851.998636,0.0,0.0,2097152.0,58717.6,0.0,0.0,0.0,0.0
24,1376322046,2,5851.998636,0.0,0.0,2097152.0,60115.73333333332,0.0,0.0,0.0,0.0
25,1376322346,2,5851.998636,0.0,0.0,2097152.0,109050.4,0.0,0.7333333333333333,0.0,0.0
26,1376322647,2,5851.998636,0.0,0.0,2097152.0,64310.13333333332,0.0,0.0666666666666666,0.0,0.0
27,1376322947,2,5851.998636,0.0,0.0,2097152.0,75495.2,0.0,0.0,0.0,0.0
28,1376323247,2,5851.998636,3.901332424000001,0.0666666666666666,2097152.0,90874.66666666669,0.0,140.86666666666667,133.86666666666667,5.0
29,1376323547,2,5851.998636,5.851998636000001,0.1,2097152.0,145400.26666666663,0.0,0.2,0.0,0.0
30,1376323847,2,5851.998636,5.851998636000001,0.1,2097152.0,81087.73333333334,0.0,0.4666666666666667,0.0,0.0
31,1376324147,2,5851.998636,0.0,0.0,2097152.0,88078.4,0.0666666666666666,0.0,0.0,0.0
32,1376324447,2,5851.998636,0.0,0.0,2097152.0,75495.2,0.0,0.3333333333333333,0.0,0.0
33,1376324747,2,5851.998636,0.0,0.0,2097152.0,103457.86666666668,0.0,0.0,0.0,0.0
34,1376325047,2,5851.998636,0.0,0.0,2097152.0,78291.46666666666,0.0,0.0,0.0,0.0
35,1376325347,2,5851.998636,0.0,0.0,2097152.0,69902.66666666669,0.0,0.3333333333333333,0.0,0.0
36,1376325647,2,5851.998636,0.0,0.0,2097152.0,75495.2,0.0,0.4,0.0,0.0
37,1376325947,2,5851.998636,37.062658028,0.6333333333333333,2097152.0,131420.0,0.0,714.8000000000002,739.0666666666667,22.066666666666663
38,1376326247,2,5851.998636,58.51998636,1.0,2097152.0,336939.7333333333,0.0,1014.7333333333332,1050.5333333333333,31.6
39,1376326547,2,5851.998636,58.51998636,1.0,2097152.0,296396.26666666666,0.0,1007.1333333333332,1043.2666666666669,31.266666666666666
40,1376326847,2,5851.998636,58.51998636,1.0,2097152.0,331348.8,0.0,1011.6666666666664,1047.4,31.4
41,1376327147,2,5851.998636,58.51998636,1.0,2097152.0,327154.13333333336,0.0,995.9333333333332,1031.3333333333333,31.13333333333333
42,1376327447,2,5851.998636,103.385309236,1.7666666666666666,2097152.0,415234.13333333336,6.8,1631.6,1681.0666666666666,55.2
43,1376327747,2,5851.998636,39.01332424,0.6666666666666667,2097152.0,499121.0666666665,0.0,504.73333333333335,520.4666666666667,15.933333333333335
44,1376328047,2,5851.998636,0.0,0.0,2097152.0,206917.06666666668,0.0,0.1333333333333333,0.0,0.0
45,1376328347,2,5851.998636,0.0,0.0,2097152.0,114642.93333333332,0.0,0.1333333333333333,0.0,0.0
46,1376328647,2,5851.998636,0.0,0.0,2097152.0,76893.33333333331,0.0,0.0,0.0,0.0
47,1376328947,2,5851.998636,0.0,0.0,2097152.0,69902.66666666669,0.0,0.0,0.0,0.0
48,1376329247,2,5851.998636,0.0,0.0,2097152.0,62912.0,0.0,0.2666666666666666,0.0,0.0
49,1376329547,2,5851.998636,0.0,0.0,2097152.0,76893.33333333331,0.0666666666666666,0.4,0.0,0.0
50,1376329847,2,5851.998636,0.0,0.0,2097152.0,79689.6,0.0,0.2666666666666666,0.0,0.0
51,1376330147,2,5851.998636,0.0,0.0,2097152.0,95069.06666666668,6.8,0.0,0.0,0.0
52,1376330447,2,5851.998636,0.0,0.0,2097152.0,92272.8,0.0666666666666666,0.0,0.0,0.0
53,1376330747,2,5851.998636,0.0,0.0,2097152.0,79689.6,0.0,0.0,0.0,0.0
54,1376331047,2,5851.998636,0.0,0.0,2097152.0,47532.53333333333,0.0,0.6666666666666666,0.0,0.0
55,1376331347,2,5851.998636,0.0,0.0,2097152.0,50328.8,0.0,0.0,0.0,0.0
56,1376331647,2,5851.998636,0.0,0.0,2097152.0,75495.2,0.0,0.3333333333333333,0.0,0.0
57,1376331947,2,5851.998636,0.0,0.0,2097152.0,102059.73333333334,1.6,1.0666666666666669,0.0,0.0
58,1376332247,2,5851.998636,0.0,0.0,2097152.0,95069.06666666668,0.0,0.7333333333333333,0.0,0.0
59,1376332547,2,5851.998636,0.0,0.0,2097152.0,82485.86666666668,5.666666666666668,1.0666666666666669,0.0,0.0
60,1376332847,2,5851.998636,0.0,0.0,2097152.0,102059.73333333334,0.0,0.4,0.0,0.0
61,1376333147,2,5851.998636,1.950666212,0.0333333333333333,2097152.0,99263.46666666666,0.0,0.0,0.0,0.0
62,1376333447,2,5851.998636,0.0,0.0,2097152.0,96467.2,0.0,0.0666666666666666,0.0,0.0
63,1376333747,2,5851.998636,0.0,0.0,2097152.0,81087.73333333334,0.0,0.0,0.0,0.0
64,1376334047,2,5851.998636,0.0,0.0,2097152.0,92272.8,0.0666666666666666,0.0,0.0,0.0
65,1376334347,2,5851.998636,0.0,0.0,2097152.0,99263.46666666666,0.0,0.0,0.0,0.0
66,1376334647,2,5851.998636,0.0,0.0,2097152.0,83884.0,0.0,0.5333333333333333,0.0,0.0
67,1376334947,2,5851.998636,0.0,0.0,2097152.0,97865.33333333331,0.0,0.0,0.0,0.0
68,1376335247,2,5851.998636,0.0,0.0,2097152.0,92272.8,0.0,0.3333333333333333,0.0,0.0
69,1376335547,2,5851.998636,0.0,0.0,2097152.0,102059.73333333334,0.0,0.0,0.0,0.0
70,1376335847,2,5851.998636,0.0,0.0,2097152.0,81087.73333333334,0.0,0.0,0.0,0.0
71,1376336147,2,5851.998636,1.950666212,0.0333333333333333,2097152.0,95069.06666666668,0.0,1.7333333333333334,0.0,0.0
72,1376336447,2,5851.998636,0.0,0.0,2097152.0,67106.4,0.0,0.9333333333333332,0.0,0.0
73,1376336747,2,5851.998636,0.0,0.0,2097152.0,96467.2,0.0,0.0,0.0,0.0
74,1376337047,2,5851.998636,0.0,0.0,2097152.0,92272.8,0.0,0.0666666666666666,0.0,0.0
75,1376337347,2,5851.998636,0.0,0.0,2097152.0,118837.33333333331,0.0666666666666666,0.0,0.0,0.0
76,1376337647,2,5851.998636,5.851998636000001,0.1,2097152.0,71300.8,0.0,129.93333333333334,133.86666666666667,4.533333333333333
77,1376337947,2,5851.998636,1.950666212,0.0333333333333333,2097152.0,117439.2,0.0,0.2,0.0,0.0
78,1376338248,2,5851.998636,0.0,0.0,2097152.0,103457.86666666668,0.0,0.4666666666666667,0.0,0.0
79,1376338548,2,5851.998636,0.0,0.0,2097152.0,117438.4,0.0,0.0,0.0,0.0
80,1376338848,2,5851.998636,0.0,0.0,2097152.0,71300.8,0.0,0.0666666666666666,0.0,0.0
81,1376339148,2,5851.998636,0.0,0.0,2097152.0,62912.0,0.0,0.0,0.0,0.0
82,1376339448,2,5851.998636,0.0,0.0,2097152.0,89476.53333333334,0.0,0.0,0.0,0.0
83,1376339748,2,5851.998636,0.0,0.0,2097152.0,97865.33333333331,0.0,0.5333333333333333,0.0,0.0
84,1376340048,2,5851.998636,48.7666553,0.8333333333333333,2097152.0,170566.4,0.0,810.1999999999998,836.8666666666667,25.13333333333333
85,1376340348,2,5851.998636,66.322651208,1.1333333333333333,2097152.0,364903.2,0.8,1009.0666666666668,1045.8,31.66666666666667
86,1376340648,2,5851.998636,58.51998636,1.0,2097152.0,346727.2,0.0,1014.2666666666668,1051.1333333333334,31.6
87,1376340948,2,5851.998636,60.470652572,1.0333333333333332,2097152.0,321561.86666666664,0.0,1001.3333333333336,1036.8666666666666,31.33333333333333
88,1376341248,2,5851.998636,58.51998636,1.0,2097152.0,311774.9333333333,0.0,1006.0,1042.5333333333333,31.4
89,1376341548,2,5851.998636,93.63197817600002,1.6,2097152.0,475352.53333333327,0.0,1628.6,1693.9333333333334,55.0
90,1376341848,2,5851.998636,27.309326968,0.4666666666666666,2097152.0,420826.4,1.7333333333333334,398.66666666666674,410.13333333333327,12.333333333333336
91,1376342148,2,5851.998636,0.0,0.0,2097152.0,192936.26666666663,0.0,0.1333333333333333,0.0,0.0
92,1376342448,2,5851.998636,0.0,0.0,2097152.0,86680.26666666666,0.1333333333333333,0.7333333333333333,0.0,0.0
93,1376342748,2,5851.998636,0.0,0.0,2097152.0,79689.6,0.0,0.0,0.0,0.0
94,1376343048,2,5851.998636,0.0,0.0,2097152.0,78291.46666666666,0.0,0.0,0.0,0.0
95,1376343348,2,5851.998636,3.901332424000001,0.0666666666666666,2097152.0,67106.4,0.0,0.0,0.0,0.0
96,1376343648,2,5851.998636,5.851998636000001,0.1,2097152.0,79689.6,0.0,14.4,0.0,0.0
97,1376343948,2,5851.998636,0.0,0.0,2097152.0,57319.46666666668,0.0,0.0,0.0,0.0
98,1376344248,2,5851.998636,0.0,0.0,2097152.0,51726.93333333333,0.0,0.0,0.0,0.0
99,1376344548,2,5851.998636,0.0,0.0,2097152.0,82485.86666666668,0.0,0.1333333333333333,0.0,0.0
100,1376344848,2,5851.998636,103.385309236,1.7666666666666666,2097152.0,527081.6,745.0666666666667,155.86666666666662,134.06666666666666,5.333333333333333
101,1376345148,2,5851.998636,5.851998636000001,0.1,2097152.0,399854.66666666674,0.0666666666666666,2.066666666666667,0.0,0.0
102,1376345448,2,5851.998636,5.851998636000001,0.1,2097152.0,197130.4,39.53333333333333,3.333333333333333,0.0,0.0
103,1376345748,2,5851.998636,0.0,0.0,2097152.0,145401.06666666668,0.0,0.0,0.0,0.0
104,1376346048,2,5851.998636,0.0,0.0,2097152.0,86680.26666666666,0.0,0.2666666666666666,0.0,0.0
105,1376346348,2,5851.998636,0.0,0.0,2097152.0,106254.13333333332,0.0,0.2666666666666666,0.0,0.0
106,1376346648,2,5851.998636,0.0,0.0,2097152.0,113244.8,3.2,0.2,0.1333333333333333,0.0
107,1376346948,2,5851.998636,87.77997954,1.5,2097152.0,281016.8,244.8,14.333333333333336,7.2,76.33333333333333
108,1376347248,2,5851.998636,109.237307872,1.8666666666666665,2097152.0,285210.13333333336,0.1333333333333333,681.4666666666667,706.2,97.66666666666669
109,1376347548,2,5851.998636,124.842637568,2.1333333333333333,2097152.0,380281.06666666665,0.8666666666666667,1005.1333333333332,1047.9333333333334,107.53333333333332
110,1376347848,2,5851.998636,122.891971356,2.1,2097152.0,443196.26666666666,0.6666666666666666,993.4666666666668,1050.0,107.53333333333332
111,1376348148,2,5851.998636,58.51998636,1.0,2097152.0,369096.8,0.0,1013.4,1036.6666666666667,31.0
112,1376348448,2,5851.998636,60.470652572,1.0333333333333332,2097152.0,318765.6,36.06666666666667,1013.6666666666664,1046.6666666666667,31.53333333333333
113,1376348749,2,5851.998636,117.03997272,2.0,2097152.0,452982.1333333334,0.1333333333333333,1639.0,1695.466666666667,55.26666666666666
114,1376349049,2,5851.998636,46.81598908800001,0.8,2097152.0,427816.8,2.066666666666667,541.0,559.0666666666667,16.8
115,1376349349,2,5851.998636,7.802664848000001,0.1333333333333333,2097152.0,251656.26666666663,0.0,0.0,0.0,0.0
116,1376349649,2,5851.998636,5.851998636000001,0.1,2097152.0,89476.53333333334,0.0,0.0,0.0,0.0
117,1376349949,2,5851.998636,3.901332424000001,0.0666666666666666,2097152.0,75495.2,0.0,0.0666666666666666,0.0,0.0
118,1376350249,2,5851.998636,13.654663484,0.2333333333333333,2097152.0,78291.46666666666,0.0,0.0,0.0,0.0
119,1376350549,2,5851.998636,7.802664848000001,0.1333333333333333,2097152.0,97865.33333333331,0.0,0.0,0.0,0.0
120,1376350849,2,5851.998636,3.901332424000001,0.0666666666666666,2097152.0,106254.13333333332,0.0,0.0,0.0,0.0
121,1376351149,2,5851.998636,11.703997272000002,0.2,2097152.0,82485.86666666668,8.266666666666667,1.2,0.0,0.0
122,1376351449,2,5851.998636,3.901332424000001,0.0666666666666666,2097152.0,89476.53333333334,0.0,0.7333333333333333,0.0,0.0
123,1376351749,2,5851.998636,3.901332424000001,0.0666666666666666,2097152.0,74097.06666666668,0.0,0.0666666666666666,0.0,0.0
124,1376352049,2,5851.998636,9.75333106,0.1666666666666666,2097152.0,82485.86666666668,9.066666666666666,0.5333333333333333,0.0,0.0
125,1376352349,2,5851.998636,9.75333106,0.1666666666666666,2097152.0,102059.73333333334,5.2,0.0,0.0,0.0
126,1376352649,2,5851.998636,9.75333106,0.1666666666666666,2097152.0,104856.0,0.0,1.0666666666666669,0.0,0.0
127,1376352949,2,5851.998636,7.802664848000001,0.1333333333333333,2097152.0,79689.6,0.0,0.0,0.0,0.0
128,1376353249,2,5851.998636,0.0,0.0,2097152.0,50328.8,0.0,0.0,0.0,0.0
129,1376353549,2,5851.998636,5.851998636000001,0.1,2097152.0,71300.8,0.0,0.1333333333333333,0.0,0.0
130,1376353849,2,5851.998636,7.802664848000001,0.1333333333333333,2097152.0,116040.26666666663,0.8666666666666667,0.5333333333333333,0.0,0.0
131,1376354149,2,5851.998636,7.802664848000001,0.1333333333333333,2097152.0,96467.2,0.0,0.0,0.0,0.0
132,1376354449,2,5851.998636,7.802664848000001,0.1333333333333333,2097152.0,67106.4,0.0,0.0,0.0,0.0
133,1376354749,2,5851.998636,5.851998636000001,0.1,2097152.0,75495.2,0.0,1.1333333333333333,0.0,0.0
134,1376355049,2,5851.998636,1.950666212,0.0333333333333333,2097152.0,75495.2,0.0,1.3333333333333333,0.0,0.0
135,1376355349,2,5851.998636,5.851998636000001,0.1,2097152.0,92272.8,0.0,54.0,57.6,1.6
136,1376355649,2,5851.998636,70.223983632,1.2,2097152.0,106254.13333333332,0.1333333333333333,1020.2666666666668,1057.4,28.53333333333333
137,1376355949,2,5851.998636,74.125316056,1.2666666666666666,2097152.0,125827.2,0.0,1022.2666666666668,1060.5333333333333,28.86666666666667
138,1376356249,2,5851.998636,70.223983632,1.2,2097152.0,75495.2,3.6,1041.4,1079.6,29.13333333333333
139,1376356549,2,5851.998636,29.25999318,0.5,2097152.0,121633.6,9.666666666666666,265.1333333333333,271.7333333333333,7.4
140,1376356849,2,5851.998636,5.851998636000001,0.1,2097152.0,76893.33333333331,0.0,0.7333333333333333,0.0,0.0
141,1376357149,2,5851.998636,9.75333106,0.1666666666666666,2097152.0,96467.2,0.0,0.0666666666666666,0.0,0.0
142,1376357449,2,5851.998636,5.851998636000001,0.1,2097152.0,75495.2,0.0,0.0,0.0,0.0
143,1376357749,2,5851.998636,1.950666212,0.0333333333333333,2097152.0,96467.2,0.0,0.0,0.0,0.0
144,1376358049,2,5851.998636,0.0,0.0,2097152.0,58717.6,0.0,0.0,0.0,0.0
145,1376358349,2,5851.998636,1.950666212,0.0333333333333333,2097152.0,83884.0,0.0,0.0,0.0,0.0
146,1376358649,2,5851.998636,7.802664848000001,0.1333333333333333,2097152.0,67106.4,0.0,0.0,0.0,0.0
147,1376358949,2,5851.998636,13.654663484,0.2333333333333333,2097152.0,41940.0,0.0,0.0666666666666666,0.0,0.0
148,1376359250,2,5851.998636,5.851998636000001,0.1,2097152.0,75495.2,0.0666666666666666,0.0,0.0,0.0
149,1376359550,2,5851.998636,9.75333106,0.1666666666666666,2097152.0,89476.53333333334,0.0,0.0,0.0,0.0
150,1376359850,2,5851.998636,9.75333106,0.1666666666666666,2097152.0,96467.2,0.0,0.5333333333333333,0.0,0.0
151,1376360150,2,5851.998636,5.851998636000001,0.1,2097152.0,79689.6,0.0,0.0,0.0,0.0
152,1376360450,2,5851.998636,11.703997272000002,0.2,2097152.0,83884.0,0.0,0.2666666666666666,0.0,0.0
153,1376360750,2,5851.998636,7.802664848000001,0.1333333333333333,2097152.0,75495.2,0.0,0.4,0.0,0.0
154,1376361050,2,5851.998636,7.802664848000001,0.1333333333333333,2097152.0,92272.8,0.0,0.4,0.0,0.0
155,1376361350,2,5851.998636,15.605329696000002,0.2666666666666666,2097152.0,146798.4,6.333333333333332,1.6666666666666667,0.0,0.0
156,1376361650,2,5851.998636,1.950666212,0.0333333333333333,2097152.0,118837.33333333331,0.0,0.9333333333333332,0.0,0.0
157,1376361950,2,5851.998636,7.802664848000001,0.1333333333333333,2097152.0,109050.4,0.0,0.0,0.0,0.0
158,1376362250,2,5851.998636,5.851998636000001,0.1,2097152.0,67106.4,0.0,0.0,0.0,0.0
159,1376362550,2,5851.998636,9.75333106,0.1666666666666666,2097152.0,75495.2,0.0,0.0666666666666666,0.0,0.0
160,1376362849,2,5851.998636,9.75333106,0.1666666666666666,2097152.0,92272.8,0.0,0.0,0.0,0.0
161,1376363149,2,5851.998636,5.851998636000001,0.1,2097152.0,96467.2,0.0666666666666666,0.2666666666666666,0.0,0.0
162,1376363449,2,5851.998636,0.0,0.0,2097152.0,96467.2,0.0,0.6666666666666666,0.0,0.0
163,1376363749,2,5851.998636,3.901332424000001,0.0666666666666666,2097152.0,95069.06666666668,0.0,0.0,0.0,0.0
164,1376364049,2,5851.998636,0.0,0.0,2097152.0,65708.26666666666,0.0,0.0,0.0,0.0
165,1376364349,2,5851.998636,0.0,0.0,2097152.0,79689.6,3.333333333333333,0.8,0.0,0.0
166,1376364650,2,5851.998636,0.0,0.0,2097152.0,83884.0,0.0,0.0,0.0,0.0
167,1376364950,2,5851.998636,0.0,0.0,2097152.0,83884.0,0.0,0.0,0.0,0.0
168,1376365250,2,5851.998636,0.0,0.0,2097152.0,75495.2,0.0,0.0,0.0,0.0
169,1376365550,2,5851.998636,0.0,0.0,2097152.0,60115.73333333332,0.0,0.0,0.0,0.0
170,1376365850,2,5851.998636,0.0,0.0,2097152.0,75495.2,0.0,0.0,0.0,0.0
171,1376366150,2,5851.998636,0.0,0.0,2097152.0,58717.6,0.0,0.0666666666666666,0.0,0.0
172,1376366450,2,5851.998636,3.901332424000001,0.0666666666666666,2097152.0,69902.66666666669,0.0666666666666666,133.26666666666665,134.06666666666666,4.933333333333334
173,1376366750,2,5851.998636,1.950666212,0.0333333333333333,2097152.0,113244.8,0.0,0.8666666666666667,0.0,0.0
174,1376367050,2,5851.998636,0.0,0.0,2097152.0,75495.2,0.0,0.8,0.0,0.0
175,1376367350,2,5851.998636,0.0,0.0,2097152.0,48930.66666666666,0.0,0.0666666666666666,0.0,0.0
176,1376367650,2,5851.998636,0.0,0.0,2097152.0,81087.73333333334,0.0,0.7333333333333333,0.0,0.0
177,1376367950,2,5851.998636,0.0,0.0,2097152.0,93670.93333333332,0.0,0.9333333333333332,0.0,0.0
178,1376368250,2,5851.998636,0.0,0.0,2097152.0,109050.4,0.0,0.0,0.0,0.0
179,1376368550,2,5851.998636,0.0,0.0,2097152.0,69902.66666666669,0.0,29.266666666666666,27.93333333333333,0.8
180,1376368850,2,5851.998636,56.569320148,0.9666666666666668,2097152.0,205519.2,0.0,997.6,1030.8,31.13333333333333
181,1376369150,2,5851.998636,58.51998636,1.0,2097152.0,419428.8,0.0,1004.0666666666668,1039.6666666666667,30.86666666666667
182,1376369450,2,5851.998636,58.51998636,1.0,2097152.0,343931.2,0.0,1004.3333333333336,1041.6666666666667,31.2
183,1376369750,2,5851.998636,58.51998636,1.0,2097152.0,377485.6,0.0666666666666666,1004.4666666666668,1039.3333333333333,31.066666666666663
184,1376370050,2,5851.998636,58.51998636,1.0,2097152.0,306183.2,0.0,1008.2666666666668,1044.6,31.0
185,1376370350,2,5851.998636,97.5333106,1.6666666666666663,2097152.0,457176.8,1.4666666666666666,1626.4,1676.4,55.06666666666667
186,1376370650,2,5851.998636,19.50666212,0.3333333333333333,2097152.0,394261.6,9.6,213.86666666666667,218.53333333333333,6.533333333333332
187,1376370950,2,5851.998636,0.0,0.0,2097152.0,183148.8,0.8,0.7333333333333333,0.0,0.0
188,1376371250,2,5851.998636,0.0,0.0,2097152.0,82485.86666666668,0.0,0.0,0.0,0.0
189,1376371550,2,5851.998636,0.0,0.0,2097152.0,93670.93333333332,0.0,0.1333333333333333,0.0,0.0
190,1376371850,2,5851.998636,5.851998636000001,0.1,2097152.0,110448.53333333334,8.133333333333333,0.2,0.0,0.0
191,1376372150,2,5851.998636,0.0,0.0,2097152.0,95069.06666666668,0.0,0.0,0.0,0.0
192,1376372450,2,5851.998636,0.0,0.0,2097152.0,62912.0,0.0,0.0,0.0,0.0
193,1376372750,2,5851.998636,0.0,0.0,2097152.0,64310.13333333332,0.0,0.0,0.0,0.0
194,1376373050,2,5851.998636,0.0,0.0,2097152.0,61513.86666666668,0.0666666666666666,0.0,0.0,0.0
195,1376373350,2,5851.998636,0.0,0.0,2097152.0,55921.33333333334,0.0,0.0666666666666666,0.0,0.0
196,1376373651,2,5851.998636,0.0,0.0,2097152.0,78291.46666666666,1.8666666666666667,0.3333333333333333,0.0,0.0
197,1376373951,2,5851.998636,0.0,0.0,2097152.0,90874.66666666669,0.0,0.0,0.0,0.0
198,1376374251,2,5851.998636,0.0,0.0,2097152.0,86680.26666666666,0.0666666666666666,1.0666666666666669,0.0,0.0
199,1376374551,2,5851.998636,0.0,0.0,2097152.0,83884.0,0.0,0.0,0.0,0.0
200,1376374851,2,5851.998636,0.0,0.0,2097152.0,96467.2,0.0,0.2666666666666666,0.0,0.0
201,1376375151,2,5851.998636,0.0,0.0,2097152.0,83884.0,0.0,0.4,0.0,0.0
202,1376375451,2,5851.998636,0.0,0.0,2097152.0,114642.93333333332,0.0,0.0,0.0,0.0
203,1376375751,2,5851.998636,0.0,0.0,2097152.0,86680.26666666666,0.0,0.0,0.0,0.0
204,1376376051,2,5851.998636,0.0,0.0,2097152.0,72698.93333333332,0.0,0.0,0.0,0.0
205,1376376351,2,5851.998636,0.0,0.0,2097152.0,69902.66666666669,0.0,0.0,0.0,0.0
206,1376376651,2,5851.998636,0.0,0.0,2097152.0,81087.73333333334,0.0,0.0,0.0,0.0
207,1376376951,2,5851.998636,0.0,0.0,2097152.0,96467.2,0.0666666666666666,0.0666666666666666,0.0,0.0
208,1376377251,2,5851.998636,0.0,0.0,2097152.0,74097.06666666668,0.2666666666666666,1.3333333333333333,0.0,0.0
209,1376377551,2,5851.998636,0.0,0.0,2097152.0,102059.73333333334,0.0,0.9333333333333332,0.0,0.0
210,1376377851,2,5851.998636,1.950666212,0.0333333333333333,2097152.0,102059.73333333334,0.0,0.5333333333333333,0.0,0.0
211,1376378151,2,5851.998636,0.0,0.0,2097152.0,120234.66666666669,0.0,0.0,0.0,0.0
212,1376378451,2,5851.998636,0.0,0.0,2097152.0,60115.73333333332,0.0,0.0,0.0,0.0
213,1376378751,2,5851.998636,0.0,0.0,2097152.0,74097.06666666668,0.0,0.0,0.0,0.0
214,1376379051,2,5851.998636,0.0,0.0,2097152.0,82485.86666666668,0.0,0.0666666666666666,0.0,0.0
215,1376379351,2,5851.998636,3.901332424000001,0.0666666666666666,2097152.0,71300.8,0.0,0.0,0.0,0.0
216,1376379651,2,5851.998636,0.0,0.0,2097152.0,79689.6,0.0,0.0,0.0,0.0
217,1376379951,2,5851.998636,0.0,0.0,2097152.0,58717.6,0.0,0.0,0.0,0.0
218,1376380251,2,5851.998636,0.0,0.0,2097152.0,76893.33333333331,0.0,0.0,0.0,0.0
219,1376380551,2,5851.998636,1.950666212,0.0333333333333333,2097152.0,131420.53333333333,0.0666666666666666,0.6,0.0,0.0
220,1376380851,2,5851.998636,3.901332424000001,0.0666666666666666,2097152.0,109050.4,0.0,131.0666666666667,134.06666666666666,4.8
221,1376381151,2,5851.998636,1.950666212,0.0333333333333333,2097152.0,139808.53333333333,0.0,0.2666666666666666,0.0,0.0
222,1376381451,2,5851.998636,0.0,0.0,2097152.0,68504.53333333334,0.0,1.0666666666666669,0.0,0.0
223,1376381751,2,5851.998636,0.0,0.0,2097152.0,89476.53333333334,0.0,0.0,0.0,0.0
224,1376382051,2,5851.998636,0.0,0.0,2097152.0,75495.2,0.0,0.0,0.0,0.0
225,1376382351,2,5851.998636,3.901332424000001,0.0666666666666666,2097152.0,64310.13333333332,0.0,0.4,0.0,0.0
226,1376382651,2,5851.998636,0.0,0.0,2097152.0,54523.2,0.0,0.0,0.0,0.0
227,1376382951,2,5851.998636,0.0,0.0,2097152.0,69902.66666666669,0.0,0.0,0.0,0.0
228,1376383251,2,5851.998636,37.062658028,0.6333333333333333,2097152.0,152392.0,0.0,695.9333333333334,712.6,21.266666666666666
229,1376383551,2,5851.998636,58.51998636,1.0,2097152.0,349523.2,0.0,985.9333333333334,1020.8,30.86666666666667
230,1376383851,2,5851.998636,58.51998636,1.0,2097152.0,328551.46666666673,0.0666666666666666,993.8666666666668,1029.7333333333331,30.86666666666667
231,1376384151,2,5851.998636,58.51998636,1.0,2097152.0,363503.7333333333,0.0,1006.6,1042.8666666666666,31.13333333333333
232,1376384451,2,5851.998636,58.51998636,1.0,2097152.0,362106.66666666674,0.1333333333333333,1006.5333333333332,1040.9333333333334,30.93333333333333
233,1376384752,2,5851.998636,101.434643024,1.7333333333333334,2097152.0,433408.8,0.0,1625.2666666666669,1684.1333333333334,55.73333333333333
